speaker,num_questions,av_num_words,objection_ratio,strike_ratio,filename
MR. SQUITIERO,806,12.765508684863523,0.008684863523573201,0.0,Nicolo_Fazzino_8-13-19.csv
MR. NEWTON,551,12.161524500907442,0.1161524500907441,0.0018148820326678765,Nobles_-_Eduardo_-_8-26-19_-_FINAL.csv
MR. MAYER,603,10.774461028192372,0.003316749585406302,0.0,O_Connell_v._Gottwald_-_8-15-19_-_Gottwald.csv
MR. FITZGERALD,110,16.8,0.00909090909090909,0.0,Robin_Smith_08-22-19.csv
MR. FITZPATRICK,233,24.051502145922747,0.055793991416309016,0.0,Robin_Smith_08-22-19.csv
MR. HARRISON,527,18.259962049335865,0.007590132827324478,0.0,RT091119-0823_xf.csv
MR. HELLER,46,11.326086956521738,0.043478260869565216,0.0,RT091119-0823_xf.csv
MS. BARRON,193,15.481865284974093,0.0051813471502590676,0.0,RT091119-0823_xf.csv
MR. GREENSTONE,479,24.455114822546975,0.19206680584551147,0.0,"Salzmann,_Richard_-_IMO_Industries_-_Vol._I.csv"
MS. VELLUCCI,726,12.764462809917354,0.004132231404958678,0.005509641873278237,"Sazanowicz,_Joseph_-_Vol._1.csv"
MR. ARCHINACO,601,20.938435940099833,0.08319467554076539,0.013311148086522463,SBruhl.csv
MR. WIENCEK,10,23.4,0.0,0.0,SBruhl.csv
MR. ARCHINACO,600,20.398333333333333,0.16166666666666665,0.05333333333333334,SPorterfield.csv
MR. WIENCEK,126,13.365079365079366,0.14285714285714285,0.0,SPorterfield.csv
MR. PRICE,1081,15.94449583718779,0.1341350601295097,0.0018501387604070306,Transcript_for_sync_HG082219.csv
MR. ZAKEOSIAN,143,17.27972027972028,0.006993006993006993,0.0,Trudnak_and_Rancourt_v._Barth_-_8-27-19_-_Christian_Pizarro_M.D._-_FINAL.csv
MS. LUNCEFORD,951,11.050473186119874,0.006309148264984227,0.0,Vasquez_-_Celina_-_8-29-19_-_FINAL.csv
MR. SAAD,425,12.449411764705882,0.08705882352941176,0.01647058823529412,Vista_Peak_v._AU_Optronics_-_8-7-19_-_Mao_REVISED_FINAL.csv
MR. APREOTESI,4,19.5,0.0,0.0,Vista_Peak_Ventures_v._AU_Optronics_Corp._-_8-26-19_-_Silzars_-_REVISED.csv
MR. TICE,239,17.460251046025103,0.1087866108786611,0.008368200836820083,Vista_Peak_Ventures_v._AU_Optronics_Corp._-_8-26-19_-_Silzars_-_REVISED.csv
MR. MALATESTA,10,14.2,0.0,0.0,"Young,_Della_200776.csv"
MS. HASKELL,366,11.639344262295081,0.0,0.0,"Young,_Della_200776.csv"
